"","w_mean_new","w_sd_new","monthID","date","year","month"
"47",15.1811088295688,0.468651608487337,"2004sep",2004-09-01,2004,9
"48",4.8404776674938,0.2,"2005apr",2005-04-01,2005,4
"49",16.6940714285714,0.821464285714286,"2005aug",2005-08-01,2005,8
"50",7.8312389380531,0.270796460176991,"2005dec",2005-12-01,2005,12
"51",4.42515188335358,0.224483596597813,"2005feb",2005-02-01,2005,2
"52",6.26712095400341,0.488756388415673,"2005jan",2005-01-01,2005,1
"53",14.0095601436266,1.09573608617594,"2005jul",2005-07-01,2005,7
"54",10.3675675675676,0.883863275039746,"2005jun",2005-06-01,2005,6
"55",3.32120230381569,0.315442764578834,"2005mar",2005-03-01,2005,3
"56",6.26721873215306,0.325299828669332,"2005may",2005-05-01,2005,5
"57",10.6006192959583,0.332073011734029,"2005nov",2005-11-01,2005,11
"58",14.5018549747049,0.343507588532884,"2005oct",2005-10-01,2005,10
"59",16.5262965222697,0.572422208663819,"2005sep",2005-09-01,2005,9
"60",5.37363449691992,0.270841889117043,"2006apr",2006-04-01,2006,4
"61",17.4392836999436,0.484545967287084,"2006aug",2006-08-01,2006,8
"62",9.42398239823982,0.39031903190319,"2006dec",2006-12-01,2006,12
"63",5.66354538956397,0.381558255897069,"2006feb",2006-02-01,2006,2
"64",6.44646654158849,0.221388367729831,"2006jan",2006-01-01,2006,1
"65",15.4353966346154,0.759495192307692,"2006jul",2006-07-01,2006,7
"66",11.7126139088729,0.599136690647482,"2006jun",2006-06-01,2006,6
"67",3.85663136661624,0.504084720121029,"2006mar",2006-03-01,2006,3
"68",7.77745,0.37815,"2006may",2006-05-01,2006,5
"69",11.659673959674,0.31977691977692,"2006nov",2006-11-01,2006,11
"70",14.6089728453365,0.393034238488784,"2006oct",2006-10-01,2006,10
"71",16.0657213316893,0.477188655980271,"2006sep",2006-09-01,2006,9
"72",4.54100141709967,0.523996221067549,"2007apr",2007-04-01,2007,4
"73",16.445151430953,0.617449291469853,"2007aug",2007-08-01,2007,8
"74",7.01699346405229,0.280765639589169,"2007dec",2007-12-01,2007,12
"75",4.38405466970387,0.560592255125285,"2007feb",2007-02-01,2007,2
"76",7.78971830985915,0.37943661971831,"2007jan",2007-01-01,2007,1
"77",14.7791332263242,0.775280898876405,"2007jul",2007-07-01,2007,7
"78",9.89150021249469,0.545813854653634,"2007jun",2007-06-01,2007,6
"79",3.99380335124881,0.559184318684793,"2007mar",2007-03-01,2007,3
"80",7.16826417299825,0.585008766803039,"2007may",2007-05-01,2007,5
"81",10.3659786476868,0.428042704626335,"2007nov",2007-11-01,2007,11
"82",13.9173037402384,0.576695437731196,"2007oct",2007-10-01,2007,10
"83",16.0461422657132,0.44474971772676,"2007sep",2007-09-01,2007,9
"84",4.99942567567568,0.431554054054054,"2008apr",2008-04-01,2008,4
"85",16.4907748049052,0.631688963210702,"2008aug",2008-08-01,2008,8
"86",8.44396967608546,0.348587181254307,"2008dec",2008-12-01,2008,12
"87",5.19894313034726,0.3,"2008feb",2008-02-01,2008,2
"88",6.41488372093023,0.220813953488372,"2008jan",2008-01-01,2008,1
"89",16.9492528735632,0.82816091954023,"2008jul",2008-07-01,2008,7
"90",11.7414835164835,0.720054945054945,"2008jun",2008-06-01,2008,6
"91",4.23520157325467,0.439429695181908,"2008mar",2008-03-01,2008,3
"92",6.8076226635514,0.419334112149533,"2008may",2008-05-01,2008,5
"93",10.5885073580939,0.345409950946041,"2008nov",2008-11-01,2008,11
"94",12.9409638554217,0.316838783706254,"2008oct",2008-10-01,2008,10
"95",15.4465743440233,0.386516034985423,"2008sep",2008-09-01,2008,9
"96",5.27748208802456,0.22835209825998,"2009apr",2009-04-01,2009,4
"97",16.9032604209657,0.640652084193149,"2009aug",2009-08-01,2009,8
"98",9.48280657395702,0.447029077117573,"2009dec",2009-12-01,2009,12
"99",4.33016726403823,0.563799283154122,"2009feb",2009-02-01,2009,2
"100",5.9996303142329,0.382439926062847,"2009jan",2009-01-01,2009,1
"101",14.0545348384585,1.00899182561308,"2009jul",2009-07-01,2009,7
"102",11.3211907810499,0.766389244558259,"2009jun",2009-06-01,2009,6
"103",4.07618722241203,0.428220020498804,"2009mar",2009-03-01,2009,3
"104",7.71752706078268,0.341340549542048,"2009may",2009-05-01,2009,5
"105",11.176399688958,0.371306376360809,"2009nov",2009-11-01,2009,11
"106",13.1954457364341,0.335271317829457,"2009oct",2009-10-01,2009,10
"107",15.4995954146999,0.350269723533378,"2009sep",2009-09-01,2009,9
"108",5.75830102220656,0.374797321113853,"2010apr",2010-04-01,2010,4
"109",17.9505188421628,0.669306389950847,"2010aug",2010-08-01,2010,8
"110",8.12547770700637,0.245859872611465,"2010dec",2010-12-01,2010,12
"111",4.22991755005889,0.497526501766784,"2010feb",2010-02-01,2010,2
"112",5.97604912998976,0.469191402251791,"2010jan",2010-01-01,2010,1
"113",17.1035842293907,0.768180007964954,"2010jul",2010-07-01,2010,7
"114",12.2881509794553,0.769278547539417,"2010jun",2010-06-01,2010,6
"115",5.32632743362832,0.351585545722714,"2010mar",2010-03-01,2010,3
"116",7.91531100478469,0.371619239486275,"2010may",2010-05-01,2010,5
"117",10.8615384615385,0.692923076923077,"2010nov",2010-11-01,2010,11
"118",14.2995,0.255423076923077,"2010oct",2010-10-01,2010,10
"119",16.412614029569,0.355803711859075,"2010sep",2010-09-01,2010,9
"120",4.87050147492625,0.369911504424779,"2011apr",2011-04-01,2011,4
"121",17.2367647058824,0.745449500554939,"2011aug",2011-08-01,2011,8
"122",9.68163090128755,0.3,"2011dec",2011-12-01,2011,12
"123",5.24146341463415,0.57280487804878,"2011feb",2011-02-01,2011,2
"124",7.15339622641509,0.330188679245283,"2011jan",2011-01-01,2011,1
"125",15.217735042735,0.76517094017094,"2011jul",2011-07-01,2011,7
"126",10.9627050997783,0.617516629711752,"2011jun",2011-06-01,2011,6
"127",4.43707197763802,0.63151642208246,"2011mar",2011-03-01,2011,3
"128",7.46476140534872,0.448085998951232,"2011may",2011-05-01,2011,5
"129",11.0399504490554,0.317528646639827,"2011nov",2011-11-01,2011,11
"130",14.8777171632396,0.33017205203525,"2011oct",2011-10-01,2011,10
"131",16.8734701223902,0.435097192224622,"2011sep",2011-09-01,2011,9
"132",6.74015868172109,0.40924626182484,"2012apr",2012-04-01,2012,4
"133",19.0071757378825,0.832223124830761,"2012aug",2012-08-01,2012,8
"134",9.92578700602813,0.229805760214334,"2012dec",2012-12-01,2012,12
"135",6.36100121114251,0.248607186112233,"2012feb",2012-02-01,2012,2
"136",7.82098950524738,0.375937031484258,"2012jan",2012-01-01,2012,1
"137",17.0884285714286,1.02228571428571,"2012jul",2012-07-01,2012,7
"138",12.5224634820371,1.25969206474536,"2012jun",2012-06-01,2012,6
"139",6.28317185109638,0.306170321264661,"2012mar",2012-03-01,2012,3
"140",9.23993720565149,0.507912087912088,"2012may",2012-05-01,2012,5
"141",12.1146386946387,0.366620046620047,"2012nov",2012-11-01,2012,11
"142",15.6063551401869,0.311121495327103,"2012oct",2012-10-01,2012,10
"143",18.0148929049531,0.485943775100402,"2012sep",2012-09-01,2012,9
"144",5.93074753173484,0.366255289139633,"2013apr",2013-04-01,2013,4
"145",17.279557860262,0.589465065502183,"2013aug",2013-08-01,2013,8
"146",8.34817204301075,0.326881720430107,"2013dec",2013-12-01,2013,12
"147",6.14037162162162,0.408530405405405,"2013feb",2013-02-01,2013,2
"148",7.79588867805187,0.318342820999368,"2013jan",2013-01-01,2013,1
"149",16.946032405484,0.578313253012048,"2013jul",2013-07-01,2013,7
"150",12.0223602484472,0.470496894409938,"2013jun",2013-06-01,2013,6
"151",5.68122637547249,0.39160016799664,"2013mar",2013-03-01,2013,3
"152",8.37314234556849,0.315607281408535,"2013may",2013-05-01,2013,5
"153",11.5143379366369,0.433590576766856,"2013nov",2013-11-01,2013,11
"154",14.6494764397906,0.350916230366492,"2013oct",2013-10-01,2013,10
"155",16.660322156476,0.470940170940171,"2013sep",2013-09-01,2013,9
"156",5.30433183489988,0.407029015120556,"2014apr",2014-04-01,2014,4
"157",17.3028634904962,0.710713404097754,"2014aug",2014-08-01,2014,8
"158",9.18432267884323,0.377625570776256,"2014dec",2014-12-01,2014,12
"159",5.61899791231733,0.312526096033403,"2014feb",2014-02-01,2014,2
"160",6.89197138314785,0.343243243243243,"2014jan",2014-01-01,2014,1
"161",15.7029296875,0.8592578125,"2014jul",2014-07-01,2014,7
"162",11.0461779013204,0.769735927727589,"2014jun",2014-06-01,2014,6
"163",4.71936083240431,0.53701226309922,"2014mar",2014-03-01,2014,3
"164",7.10924889543446,0.894138438880707,"2014may",2014-05-01,2014,5
"165",11.6650939274792,0.458060288335518,"2014nov",2014-11-01,2014,11
"166",15.5005118829982,0.360621572212066,"2014oct",2014-10-01,2014,10
"167",17.4414546542951,0.449117030829093,"2014sep",2014-09-01,2014,9
"168",4.76935229067931,0.534976303317536,"2015apr",2015-04-01,2015,4
"169",18.1636909871245,1.1576251788269,"2015aug",2015-08-01,2015,8
"170",10.2440233236152,0.350495626822157,"2015dec",2015-12-01,2015,12
"171",5.81666666666667,0.468888888888889,"2015feb",2015-02-01,2015,2
"172",7.46713362068965,0.342887931034483,"2015jan",2015-01-01,2015,1
"173",14.8501857201816,1.05922410235246,"2015jul",2015-07-01,2015,7
"174",10.9584083543392,0.550666186532229,"2015jun",2015-06-01,2015,6
"175",4.31623650868137,0.521726888784608,"2015mar",2015-03-01,2015,3
"176",7.00663001293661,0.595245795601552,"2015may",2015-05-01,2015,5
"177",12.0751645306547,0.422514721163838,"2015nov",2015-11-01,2015,11
"178",14.6611111111111,0.42183908045977,"2015oct",2015-10-01,2015,10
"179",17.6755883962781,0.66871921182266,"2015sep",2015-09-01,2015,9
"180",6.26379383185467,0.29133924799324,"2016apr",2016-04-01,2016,4
"181",18.2149585163494,0.737310883357735,"2016aug",2016-08-01,2016,8
"182",8.93929654335961,0.238932686476653,"2016dec",2016-12-01,2016,12
"183",6.35407204385278,0.318715740015662,"2016feb",2016-02-01,2016,2
"184",7.88603773584906,0.410503144654088,"2016jan",2016-01-01,2016,1
"185",15.6499527559055,0.825070866141732,"2016jul",2016-07-01,2016,7
"186",12.0180437853107,0.627860169491525,"2016jun",2016-06-01,2016,6
"187",5.83800847457627,0.287881355932203,"2016mar",2016-03-01,2016,3
"188",8.20214076246334,0.397008797653959,"2016may",2016-05-01,2016,5
"189",11.668765743073,0.37103274559194,"2016nov",2016-11-01,2016,11
"190",15.0170167427702,0.378386605783866,"2016oct",2016-10-01,2016,10
"191",18.0680870353581,0.430583257781807,"2016sep",2016-09-01,2016,9
"192",5.26208551483421,0.642059336823735,"2017apr",2017-04-01,2017,4
"193",16.9498048399688,1.21285454072339,"2017aug",2017-08-01,2017,8
"194",10.1498470948012,0.564373088685015,"2017dec",2017-12-01,2017,12
"195",6.20995260663507,0.575059241706161,"2017feb",2017-02-01,2017,2
"196",7.25640874187832,0.560366213821618,"2017jan",2017-01-01,2017,1
"197",15.1094373061586,1.07944173681879,"2017jul",2017-07-01,2017,7
"198",10.7638976377953,0.631692913385827,"2017jun",2017-06-01,2017,6
"199",4.78522727272727,0.672159090909091,"2017mar",2017-03-01,2017,3
"200",7.64506522972206,0.574361883153715,"2017may",2017-05-01,2017,5
"201",12.7928571428571,0.540737514518002,"2017nov",2017-11-01,2017,11
"202",14.9969807868253,0.317017383348582,"2017oct",2017-10-01,2017,10
"203",16.6826135105205,0.505980066445183,"2017sep",2017-09-01,2017,9
"204",6.31720430107527,0.533213859020311,"2018apr",2018-04-01,2018,4
"205",19.4062417698183,1.20352910192257,"2018aug",2018-08-01,2018,8
"206",7.88991077556623,0.438846945778998,"2018dec",2018-12-01,2018,12
"207",6.57907647907648,0.411616161616162,"2018feb",2018-02-01,2018,2
"208",8.33592,0.68888,"2018jan",2018-01-01,2018,1
"209",16.2259721726721,0.821940777738138,"2018jul",2018-07-01,2018,7
"210",11.3426461345066,0.651414204902577,"2018jun",2018-06-01,2018,6
"211",6.51035175879397,0.478542713567839,"2018mar",2018-03-01,2018,3
"212",8.33756927949327,0.41575613618369,"2018may",2018-05-01,2018,5
"213",11.2190132370638,0.465182511030886,"2018nov",2018-11-01,2018,11
"214",14.7259789473684,0.394021052631579,"2018oct",2018-10-01,2018,10
"215",17.5788712011577,0.871599131693198,"2018sep",2018-09-01,2018,9
"216",4.79277326106594,0.618654019873532,"2019apr",2019-04-01,2019,4
"217",18.018065529623,0.914542190305206,"2019aug",2019-08-01,2019,8
"218",8.68943270300334,0.262291434927697,"2019dec",2019-12-01,2019,12
"219",4.49745762711864,0.888870056497175,"2019feb",2019-02-01,2019,2
"220",6.14474393530997,0.568059299191375,"2019jan",2019-01-01,2019,1
"221",15.1598587026333,0.803532434168272,"2019jul",2019-07-01,2019,7
"222",10.7013179571664,0.571993410214168,"2019jun",2019-06-01,2019,6
"223",3.63767011431682,0.621502449646162,"2019mar",2019-03-01,2019,3
"224",6.77119741100324,0.598503236245955,"2019may",2019-05-01,2019,5
"225",11.7354173380599,0.355752497582984,"2019nov",2019-11-01,2019,11
"226",14.0929190751445,0.515028901734104,"2019oct",2019-10-01,2019,10
"227",15.892555618939,0.342584141471763,"2019sep",2019-09-01,2019,9
"228",5.54900398406374,0.417240130387541,"2020apr",2020-04-01,2020,4
"229",18.2675530554845,0.615418051649194,"2020aug",2020-08-01,2020,8
"230",10.1177852348993,0.413422818791946,"2020dec",2020-12-01,2020,12
"231",5.96717415521723,0.407166728555514,"2020feb",2020-02-01,2020,2
"232",6.96044198895028,0.357624309392265,"2020jan",2020-01-01,2020,1
"233",16.7608932461874,2.20711692084241,"2020jul",2020-07-01,2020,7
"234",11.5611054247697,0.767963152507677,"2020jun",2020-06-01,2020,6
"235",5.27976858345021,0.51882889200561,"2020mar",2020-03-01,2020,3
"236",7.03877603497043,0.31856518385189,"2020may",2020-05-01,2020,5
"237",12.078290529695,0.3696227929374,"2020nov",2020-11-01,2020,11
"238",14.346404461403,0.318285882007631,"2020oct",2020-10-01,2020,10
"239",16.3853857791225,0.4,"2020sep",2020-09-01,2020,9
"240",5.84008236101579,0.597872340425532,"2021apr",2021-04-01,2021,4
"241",18.9076169483223,0.818638256184178,"2021aug",2021-08-01,2021,8
"242",10.3454366382141,0.367629678266579,"2021dec",2021-12-01,2021,12
"243",6.52516188714154,0.426827012025902,"2021feb",2021-02-01,2021,2
"244",8.19846153846154,0.443238866396761,"2021jan",2021-01-01,2021,1
"245",16.4739082969432,0.717903930131004,"2021jul",2021-07-01,2021,7
"246",13.5394032921811,0.807201646090535,"2021jun",2021-06-01,2021,6
"247",5.20487022455526,0.429279673374162,"2021mar",2021-03-01,2021,3
"248",8.34807370184255,0.359408151870463,"2021may",2021-05-01,2021,5
"249",12.3337169517885,0.811197511664074,"2021nov",2021-11-01,2021,11
"250",16.2517476028457,0.529941231054748,"2021oct",2021-10-01,2021,10
"251",17.6886190754827,0.522732592159157,"2021sep",2021-09-01,2021,9
"252",6.74975798644724,0.247466924814456,"2022apr",2022-04-01,2022,4
"253",19.2590231362468,0.478508997429306,"2022aug",2022-08-01,2022,8
"254",10.1260586319218,0.516775244299674,"2022dec",2022-12-01,2022,12
"255",6.71146198830409,0.458479532163743,"2022feb",2022-02-01,2022,2
"256",8.04911742133538,0.389102072141213,"2022jan",2022-01-01,2022,1
"257",17.0926095487247,0.643590582079791,"2022jul",2022-07-01,2022,7
"258",12.6175747508306,0.588471760797342,"2022jun",2022-06-01,2022,6
"259",6.15534226729446,0.386490402028251,"2022mar",2022-03-01,2022,3
"260",9.32612190221031,0.984929671801741,"2022may",2022-05-01,2022,5
"261",13.8446438911407,0.537000579038796,"2022nov",2022-11-01,2022,11
"262",15.5409897997733,0.360936909709105,"2022oct",2022-10-01,2022,10
"263",17.9106029106029,0.466389466389466,"2022sep",2022-09-01,2022,9
"264",6.85487632508834,0.429611307420495,"2023apr",2023-04-01,2023,4
"265",17.8562996294336,0.645606140815246,"2023aug",2023-08-01,2023,8
"266",8.13245735361918,0.494144767173813,"2023dec",2023-12-01,2023,12
"267",7.28296865759905,0.379124778237729,"2023feb",2023-02-01,2023,2
"268",8.51908244680851,0.271875,"2023jan",2023-01-01,2023,1
"269",18.0369485294118,0.833419117647059,"2023jul",2023-07-01,2023,7
"270",11.824202420242,0.54015401540154,"2023jun",2023-06-01,2023,6
"271",6.49060329067642,0.223217550274223,"2023mar",2023-03-01,2023,3
"272",8.85479883664566,0.425084827920504,"2023may",2023-05-01,2023,5
"273",10.9836639019113,0.267796610169492,"2023nov",2023-11-01,2023,11
"274",14.3361452841242,0.314821323960164,"2023oct",2023-10-01,2023,10
"275",15.7457627118644,0.348864046159394,"2023sep",2023-09-01,2023,9
"276",5.50645799011532,0.275848434925865,"2024apr",2024-04-01,2024,4
"277",18.2553057099545,0.601313794845882,"2024aug",2024-08-01,2024,8
"278",4.60064039408867,0.52448275862069,"2024feb",2024-02-01,2024,2
"279",6.792656587473,0.477465802735781,"2024jan",2024-01-01,2024,1
"280",17.2819686800895,0.548635346756152,"2024jul",2024-07-01,2024,7
"281",13.1807171606293,0.75009147457007,"2024jun",2024-06-01,2024,6
"282",4.45659001682557,0.536455412226584,"2024mar",2024-03-01,2024,3
"283",8.1687397260274,0.588219178082192,"2024may",2024-05-01,2024,5
"284",16.2,0.6,"2024oct",2024-10-01,2024,10
"285",16.278807106599,0.66751269035533,"2024sep",2024-09-01,2024,9
